Time,1,2,3,4,5,6,7,8,9,10,11
0.000000,99.992370,-99.961852,99.992370,0.015259,84.000916,3.128099,24.856947,26.382849,45.395590,50.919356,99.992370
0.005000,99.992370,-98.954757,99.992370,0.015259,38.986801,6.271458,48.172732,50.919356,80.888075,87.632563,0.015259
0.010000,99.992370,-97.978180,99.992370,0.015259,77.988861,9.414817,68.467231,71.824216,98.771649,99.961852,-99.961852
0.015000,99.992370,-96.971084,99.992370,0.015259,78.995956,12.527657,84.428168,87.632563,95.109483,84.428168,0.015259
0.020000,99.992370,-95.963989,0.015259,0.015259,90.989548,15.640497,95.109483,97.245747,70.725566,45.395590,99.992370
0.025000,99.992370,-94.956893,0.015259,31.418326,18.997482,18.753338,99.809262,99.961852,30.899519,-6.240940,0.015259
0.030000,99.992370,-93.980316,0.015259,49.240864,33.005264,21.805142,98.222324,95.567254,-15.609979,-56.168460,-99.961852
0.035000,99.992370,-92.973220,0.015259,58.213169,76.005188,24.856947,90.470741,84.428168,-58.762493,-90.440223,0.015259
0.040000,99.992370,-91.966125,0.015259,61.478599,26.993210,27.908751,77.042802,67.307546,-89.066911,-99.534600,99.992370
0.045000,99.992370,-90.959030,0.015259,29.739834,55.008774,30.899519,58.793011,45.395590,-99.961852,-80.857557,0.015259
0.050000,99.992370,-89.982452,0.015259,9.475853,47.013046,33.859770,36.820020,20.279240,-89.066911,-39.688716,-99.961852
0.055000,99.992370,-88.975357,0.015259,-3.128099,61.997406,36.820020,12.527657,-6.240940,-58.762493,12.527657,0.015259
0.060000,99.992370,-87.968261,0.015259,-10.635538,35.996033,39.719234,-12.497139,-32.364385,-15.609979,61.295491,99.992370
0.065000,99.992370,-86.961166,0.015259,-14.785992,51.010910,42.587930,-36.789502,-56.168460,30.899519,92.973220,0.015259
0.070000,99.992370,-85.984588,0.015259,-16.769665,94.987411,45.395590,-58.762493,-76.005188,70.725566,98.771649,-99.961852
0.075000,99.992370,-84.977493,0.015259,-17.318990,90.989548,48.172732,-77.012284,-90.440223,95.109483,77.042802,0.015259
0.080000,99.992370,-83.970397,0.015259,-17.013809,63.004501,50.919356,-90.440223,-98.466468,98.771649,33.859770,99.992370
0.085000,99.992370,-82.963302,0.015259,-16.220340,71.000229,53.574426,-98.191806,-99.534600,80.888075,-18.722820,0.015259
0.090000,99.992370,-81.956207,0.015259,-15.121691,13.992523,56.198978,-99.778744,-93.522545,45.395590,-66.086824,-99.961852
0.095000,99.992370,-80.979629,0.015259,-13.900969,60.013733,58.793011,-95.078965,-80.857557,0.015259,-95.078965,0.015259
0.100000,99.992370,-79.972534,0.015259,-12.619211,0.991836,61.295491,-84.397650,-62.485695,-45.365072,-97.550927,99.992370
0.105000,99.992370,-78.965438,0.015259,-11.398489,24.002441,63.736934,-68.436713,-39.688716,-80.857557,-72.861830,0.015259
